First Name,Last Name,ID,Height,Eye Color,Hair Color,Gender,Skin Color,Social,Processing,Decision,Tactics
Haven,McKinney,0005430,0.19,0.48,0.87,0.77,0.64,0.42,0.85,0.73,0.26
Romeo,Marquez,0005431,0.24,0.01,0.47,0.11,0.95,0.83,0.93,0.12,0.47
Milani,Maynard,0005432,0.62,0.44,0.88,0.37,0.56,0.86,0.73,0.28,0.09
Landry,Barnes,0005433,0.25,0.74,0.11,0.02,0.71,0.46,0.41,0.51,0.12
Liliana,Hale,0005434,0.34,0.35,0.4,0.91,0.93,0.64,0.11,0.03,0.8
Ezequiel,Nielsen,0005435,0.15,0.55,0.93,0.74,0.79,0.64,0.38,0.92,0.02
Vienna,May,0005436,0.09,0.51,0.34,0.56,0.61,0.37,0.49,0.86,0.01
Finley,Hampton,0005437,0.83,0.84,0.27,0.07,0.3,0.22,0.4,0.03,0.55
Leona,Harris,0005438,0.36,0.81,0.59,0.62,0.81,0.43,0.49,0.49,0.26
Samuel,Pace,0005439,0.7,0.76,0.74,0.27,0.79,0.54,0.44,0.99,0.03
Giana,Clarke,0005440,0.4,0.05,0.39,0.23,0.82,0.89,0.41,0.98,0.51
Stetson,Lara,0005441,0.53,0.93,0.72,0.26,0.4,0.68,0.6,0.06,0.93
Heidi,Nixon,0005442,0.29,0.81,0.97,0.93,0.98,0.25,0,0.18,0.12
Cory,Huffman,0005443,0.1,0.88,0.89,0.82,1,0.57,0.51,0.48,0
Hayley,Huerta,0005444,0.64,0.93,0.99,0.08,0.44,0.31,0.13,0.56,0.65
Douglas,Whitaker,0005445,0.99,0.58,0.58,0.93,0.27,0.3,0.5,0.79,0.96
Ivanna,Harper,0005446,0.91,0.73,0.18,0.82,0.54,0.21,0.51,0.74,0.1
Hayes,Rubio,0005447,0.31,0.51,0.02,0.84,0.02,0.16,0.51,0.65,0.88
Hadassah,Hines,0005448,0.98,0.12,0.18,0.87,0.17,0.89,0.68,0.93,0.53
Uriel,Sullivan,0005449,0.63,0.33,0.05,0.09,0.54,0.59,0.31,0.71,0.9
Melanie,Navarro,0005450,0.87,0.91,0.6,0.29,0.77,0.32,0.39,0.63,0.98
Reid,Huerta,0005451,0.99,0.97,0.3,0.2,0.73,0.94,0.76,0.53,0.6
Dulce,Tyler,0005452,0.01,0.35,0.13,0.39,0.53,0.96,0.74,0.16,0.54
Emmitt,Gross,0005453,0.08,0.91,0.17,0.43,0.33,0.21,0.7,0.55,0.78
Angel,Esparza,0005454,0.03,0.18,0.44,0.41,0.91,0.55,0.35,0.3,0.19
Carl,Miller,0005455,0.22,0.6,0.81,0.69,0.04,0.32,0.47,0.77,0.86
Isabella,Vazquez,0005456,0.93,0.62,0.48,0.34,0.1,0.35,0.99,0.79,0.19
Jesse,Dean,0005457,0.87,0.78,0.08,0.78,0.27,0.67,0.89,0.59,0.44
Julianna,Carpenter,0005458,0.55,0.79,0.08,0.86,0.51,0.32,0.66,0.8,0.05
Jeremy,Flores,0005459,0.71,0.24,0.43,0.35,1,0.54,0.08,0.44,0.65
Emilia,Shields,0005460,0.95,0.69,0.26,0.65,0.07,0.71,0.03,0.53,0.96
Devon,Humphrey,0005461,0.54,0.38,0.77,0,0.97,0.09,0.6,0.09,0.39
Journi,Vincent,0005462,0.54,0.54,0.85,0.98,0.3,0.39,0.02,0.93,0.93
Aarav,Norman,0005463,0.99,0.68,0.61,0.01,0.99,0.44,0.62,0.95,0.56
Malani,Allen,0005464,0.36,0.68,0.01,0.8,0.25,0.24,0.2,0.71,0.79
Carter,Henderson,0005465,0.01,0.67,0.93,0.29,0.32,0.3,0.68,0.97,0.97
Maria,Fry,0005466,0.75,0.73,0.54,0.63,0.55,0.82,0.46,0.12,0.2
Jacoby,Trujillo,0005467,0.92,0.26,0.66,0.92,0.16,0.2,0.9,0.1,0.82
Danielle,Jimenez,0005468,0.25,0.79,0.7,0.65,0.23,0.65,0.22,0.94,0.09
Silas,Coleman,0005469,0.44,0.66,0.45,0.63,0.71,0.29,0.93,0.81,0.96
Julia,Frank,0005470,0.58,0.5,0.3,0.41,0.26,0.81,0.81,0.03,0.32
Braylen,Hubbard,0005471,0.47,0.67,0.22,0.82,0.41,0.62,0.57,0.29,0.21
Rosie,Novak,0005472,0.73,0.77,0.08,0.01,0.6,0.98,0.12,0.73,0.06
Bishop,Acevedo,0005473,0.11,0.08,0.83,0.59,0.55,0.7,0.78,0.3,0.34
Ashlynn,Dalton,0005474,0.1,0.04,0.28,0.36,0.03,0.64,0.69,0.3,0.78
Fletcher,McCormick,0005475,0.13,0.6,0.67,0.17,0.28,0.8,0.73,0.94,0.55
Macie,Morrow,0005476,0.85,0.48,0.08,0.88,0.62,0.55,0.55,0.45,0.39
Kyree,Roberson,0005477,0.82,0.64,0.7,0.64,0.89,0.4,0.63,0.88,0.55
Sasha,McCarty,0005478,0.99,0.47,0.54,0.75,0.16,0.68,1,0.9,0.19
Blaise,Lim,0005479,0.85,0.32,0.85,0.97,0.86,0.32,0.88,0.67,0.14
Giavanna,Villarreal,0005480,0.9,0.27,0.88,0.3,0.79,0.95,0.54,0.64,0.52
Nikolai,McCormick,0005481,0.65,0.25,0.83,0.2,0.09,0.28,0.31,0.34,1
Macie,Suarez,0005482,0.46,0.85,0.81,0.52,0.73,0.52,0.95,0.32,0.42
Soren,Moody,0005483,0.65,0.3,0.28,0.9,0.03,0.75,0.85,0.09,0.95
Elaine,McGuire,0005484,0.51,0.31,0.2,0.21,0.61,0.73,0.84,0.04,0.78
Casey,Wise,0005485,0.35,0.78,0.81,0.56,0.08,0.68,0.14,0.39,0.71
Mira,McKee,0005486,0.87,0.16,0.48,0.28,0.51,0.81,0.79,0.5,0.55
Bjorn,Knight,0005487,0.22,0.22,0.07,0.16,0.96,0.47,0.87,0.48,0.46
Gracie,Duffy,0005488,0.57,0.69,0.42,0.92,0.62,0.6,0.27,0.23,0.49
Kyng,Hudson,0005489,0.13,0.64,0.1,0.76,0.08,0.21,0.3,0.64,0.88
Kamila,Schroeder,0005490,0.15,0.28,0.34,0.33,0.31,0.27,0.15,0.7,0.81
Izaiah,Smith,0005491,0.6,0.9,0.06,0.63,0.82,0.32,0.91,0.69,0.67
Olivia,Chavez,0005492,0.15,0.81,0.72,0.79,0.64,0.48,0.84,0.57,0.58
Ian,Buckley,0005493,0.11,0.95,0.89,0.99,0.79,0.51,0.52,0.37,0.26
Theodora,Huber,0005494,0.88,0.68,0.18,0.3,0.38,0.31,0.75,0.79,0.84
Mac,Ho,0005495,0.26,0.39,0,0.93,0.11,0.16,0.74,0.92,0.23
Calliope,Duke,0005496,0.62,0.68,0.92,0.42,0.72,0.13,0.79,0.62,0.97
Kalel,Singleton,0005497,0.16,0.44,0.85,0.15,0.86,0.86,0.52,0.51,0.98
Malaysia,Wilkins,0005498,0.93,0.49,0.47,0.47,0.84,0.66,0.62,0.06,0.61
Yusuf,Rollins,0005499,0.69,0.67,0.38,0.38,0.2,0.63,0.72,0.64,0.62
Araceli,Morris,0005500,0.57,0.18,0.34,0.68,0.32,0.36,0.82,0.64,0.07
Christian,Wolf,0005501,0.91,0.74,0.01,0.59,0.05,0.97,0.28,0.45,0.39
Jolene,Guevara,0005502,0.6,0.18,0.89,0.54,0.94,0.69,0.77,0.87,0.61
Tommy,Esquivel,0005503,0.87,0.18,0.77,0.53,0.97,0.31,0.94,0.85,0.13
Jaylee,Moss,0005504,0.28,0.56,0.1,0.7,0.7,0.65,0.07,0.46,0.39
Porter,Todd,0005505,0.14,0.43,0.25,0.67,0.39,0.64,0.89,0.76,0.48
Zariah,Dorsey,0005506,0.78,0.95,0.5,0.53,0.43,0.55,0.92,0.15,0.81
Enoch,Blanchard,0005507,0.47,0.28,0.79,0.54,0.97,0.35,0.63,0.55,0.32
Layne,Wilkerson,0005508,0.34,0.41,0.26,0.5,0.24,0.63,0.33,0.45,0.19
Carmelo,Zavala,0005509,0.02,0.35,0.17,0.77,0.83,0.67,0.67,0.3,0.74
Liv,White,0005510,0.18,0.32,0.27,0.97,0.9,0.14,0.16,0.06,0.73
Aiden,Evans,0005511,0.43,0.14,0.68,0.8,0.63,0.73,0.1,0.15,0.58
Eliana,Santos,0005512,0.73,0.68,0.4,0.59,0.08,0.1,0.65,0.97,0.32
Walker,Jaramillo,0005513,0.75,0.8,0.79,0.27,0.41,0.8,0.6,0.99,0.16
Guadalupe,Shields,0005514,0.62,0.91,0.98,0.18,0.76,0.02,0.94,0.18,0.53
Devon,Kemp,0005515,0.59,0.8,0.16,0.29,0.75,0.42,0.09,0.39,0.65
Anika,Montes,0005516,0.19,0.46,0.81,0.56,0.09,0.27,0.55,0.38,0.24
Darren,Waters,0005517,0.07,0.96,0.18,0.62,0.05,0.65,0.22,0.52,0.23
Bristol,McCoy,0005518,0.67,0.97,0.79,0.18,0.49,0.21,0.08,0.46,0.4
Jett,McClure,0005519,0.53,0.67,0.53,0.05,0.76,0.06,0.05,0.99,0.37
Estella,Pena,0005520,0.76,0.47,0.84,0.76,0.36,0.74,0.05,0.89,0.91
Marcus,Avila,0005521,0.35,0.99,0.51,0.56,0.8,0.33,0.21,0.32,0.07
Amiyah,Lamb,0005522,0.92,0.62,0.84,0.29,0.3,0.33,0.79,0.39,1
Kaysen,Glenn,0005523,0.75,0.07,0.27,0.6,0.45,0.96,0.42,0.38,0.18
Blaire,Keith,0005524,0.49,0.78,0.28,0.09,0.04,0.14,0.36,0.27,0.44
Jagger,Larson,0005525,0.52,0.57,0.31,0.35,0.45,0.08,0.36,0.6,0.02
Alayna,Mullen,0005526,0.37,0.66,0.3,0.88,0.97,0.36,0.79,0.16,0.92
Shepard,Young,0005527,0.91,0.76,0.05,0.53,0.78,0.81,0.79,0.88,0.89
Zoey,Lu,0005528,0.27,0.44,0.85,0.12,0.96,0.26,0.47,0.71,0.45
Duncan,Dawson,0005529,0.14,0.97,0.99,0.79,0.2,0.74,0.28,0.89,0.69
Veronica,Anthony,0005530,0.01,0.72,0.41,0.3,1,0.34,0.16,0.43,0.71
Shiloh,Mathews,0005531,0.37,0.2,0.22,0.44,0.51,0.85,0.51,0.48,0.9
Sloan,Gray,0005532,0.7,0.66,0.67,0.62,0.25,0.95,0.79,0.08,0.62
Nicholas,Villanueva,0005533,0.57,0,0.43,0.77,0.65,0.25,0.6,0.73,0.66
Monroe,Davis,0005534,0.91,0.38,0.64,0.98,0.75,0.49,0.73,0.94,0.39
Lucas,Woodard,0005535,0.91,0.57,0.34,0.6,0.63,0.89,0.36,0.24,0.18
Aubrie,Caldwell,0005536,0.74,0.72,0.94,0.95,0.27,0.22,0.43,0.52,0.64
Rylan,Kane,0005537,0.9,0.25,0.11,0.54,0.79,0.9,0.77,0.15,0.62
Ellianna,Donovan,0005538,0.81,0.76,0.24,0.9,0.72,0.04,0.58,0.66,0.34
Brayan,Stafford,0005539,0.16,0.93,0.92,0.07,0.68,0.87,0.48,0.09,0.16
Bridget,Hansen,0005540,0.54,0.19,0.61,0.61,0.73,0.95,0.81,0.42,0.64
Charlie,Gonzalez,0005541,0.8,0.81,0.64,0.84,0.23,0.08,0.19,0.16,0.88
Abigail,Friedman,0005542,0.57,0.06,0.07,0.95,0.33,0.57,0.93,0.89,0.92
Darwin,Lawson,0005543,0.35,0.17,0.54,0.16,0.51,0.46,0.84,0.86,0.88
Phoebe,Good,0005544,0.33,0.78,0.23,0.91,0.2,0.65,0.2,0.22,0.84
Davian,Gillespie,0005545,0.6,0.35,0.83,0.83,0.19,0.02,0.7,0.15,0.63
Alianna,Nava,0005546,0.61,0.58,0.62,0.81,0.28,0.36,0.54,0.03,0.27
Stefan,Fisher,0005547,0.73,0.79,0.69,0.66,0.43,0.12,0.21,0.7,0.41
Arya,Dalton,0005548,0.04,0.79,0.24,0.55,0.27,0.85,0.19,0.8,0.26
Fletcher,Booth,0005549,0.05,0.14,0.94,0.57,0.62,0.76,0.02,0.38,0.99
Zariyah,Haley,0005550,0.18,0.43,0.81,0.55,0.13,0.08,0.84,0.82,0.95
Leif,Wiley,0005551,0.73,0.13,0.36,0.34,0.63,0.06,0.14,0.17,0.41
Lauryn,McDonald,0005552,0.57,0.98,0.66,0.15,0.97,0.91,0.81,0.66,0.84
Calvin,Collier,0005553,0.62,0.29,0.8,0.88,0.35,0.23,0.04,0.2,0.77
Ivory,Combs,0005554,0.7,0.79,0.17,0.41,0.27,0.97,0.02,0.74,0.34
Ahmad,Hardy,0005555,0.67,0.77,0.28,0.24,0.56,0.23,0.35,0.97,0.59
Jessica,Frye,0005556,0.63,0.42,0.43,0.35,0.4,0.67,0.89,0.22,0.62
Franco,Buchanan,0005557,0.83,0.99,0.54,0.42,0.43,0.81,0.2,0.67,0.92
Maryam,Spencer,0005558,0.54,0.12,0.04,0.88,0.14,0.22,0.26,0.08,0.03
Ace,McCormick,0005559,0.59,0.51,0.96,0.31,0.93,0.11,0.09,0.75,0.16
Macie,O?Connell,0005560,0.9,0.16,0.55,0.73,0.38,0.55,0.28,0.19,0.38
Jovanni,Ramirez,0005561,0.85,0.91,0.39,0.34,0.12,0.22,0.28,0.83,0.29
Grace,McGuire,0005562,0.97,0.83,0.58,0.56,0.2,0.73,0.17,0.88,0.4
Casey,Cline,0005563,0.86,0.12,0.04,0.24,0.1,0.36,0.14,0.59,0.94
Lina,Mitchell,0005564,0.68,0,0.91,0.3,0.56,0.08,0.54,0.3,0.03
Jaxon,Jacobson,0005565,0.39,0.19,0.98,0.56,0.97,0.34,0.9,0.04,0.99
Royal,Acosta,0005566,0.82,0.65,1,0.66,0.41,0.82,0.44,0.9,0.4
Jensen,Adkins,0005567,0.23,0.24,0.27,0.25,0.85,0.98,0.15,0.16,0.45
Emelia,Warner,0005568,0.14,0.11,0.78,0.02,0.2,0.28,0.48,0.94,0.3
Jaxton,Lynn,0005569,0.7,0.51,0.26,0.1,0.49,0.44,0.9,0.99,0.71
Samira,Vincent,0005570,0.75,0.23,0.17,0.42,0.59,0.93,0.19,0.02,0.71
Aarav,Cobb,0005571,0.76,0.43,0.36,0.56,0.18,0.36,0.13,0.86,0.95
Aviana,Donovan,0005572,0.44,0.56,0.38,0.45,0.5,0.63,0.28,0.54,0.26
Brayan,Simmons,0005573,0.53,0.27,0.25,0.02,0.75,0.57,0.52,0.68,0.65
Reagan,Kent,0005574,0.91,0.47,0.84,0.72,0.58,0.15,0.3,0.24,0.02
Mekhi,Delgado,0005575,0.48,0.45,0.77,0.33,0.37,0.63,0.37,0.34,0.29
Alani,Johnson,0005576,0.19,0.69,0.45,0.84,0.74,0.6,0.5,0.84,0.19
Noah,Gonzalez,0005577,0.67,0.1,0.16,0.92,0.4,0.76,0.13,0.55,0.28
Abigail,Banks,0005578,0.3,0.01,0.9,0.45,0.39,0.54,0.14,0.03,0.98
Martin,Banks,0005579,0.87,0.29,0.4,0.43,0.51,0.3,0,0.97,0.15
Cali,Rowland,0005580,0.29,0.42,0.62,0.11,0.54,0.01,0.7,0.8,0.44
Eliezer,Jaramillo,0005581,0.58,0.96,0.98,0.77,0.14,0.38,0.16,0.39,0.42
Guadalupe,Miller,0005582,0.63,0.48,0.66,0.76,0.35,0.62,0.63,0.89,0.48
Benjamin,Dillon,0005583,0.95,0.22,0.76,0.79,0.74,0.13,0.11,0.97,0.22
Laurel,Novak,0005584,0.7,0.72,0.7,0.02,0.44,0.2,0.53,0.02,0.82
Bishop,Dickerson,0005585,0.54,0.61,0.41,0.19,0.58,0.74,0.6,0.04,0.01
Opal,Dennis,0005586,0.29,0.89,0.01,0.14,0.41,0.64,0.56,0.35,0.91
Emanuel,Davenport,0005587,0.1,0.54,0.79,0.58,0.06,0.09,0.38,0.9,0.47
Adrianna,Sweeney,0005588,0.06,1,0.42,0.1,0.42,0.17,0.38,0.91,0.62
Nixon,Santana,0005589,0.96,0.97,0.31,0.93,0.33,0.15,0.65,0.91,0.74
Myra,Hicks,0005590,0.81,0.38,0.32,0.28,0.95,0.81,0.97,0.08,0.25
Maddox,Branch,0005591,0.1,0.91,0.47,0.77,0.62,0.67,0.7,0.17,0.59
Luisa,Savage,0005592,0.22,0.02,0.1,0.19,0.46,0.08,0.12,0.63,0.45
Keaton,Crosby,0005593,0.38,0.03,0.88,0.09,0.73,0.36,0.67,0.78,0.12
Keily,Newman,0005594,0.41,0.95,0.14,0.81,0.97,0.79,0.34,0.97,0.52
Anderson,Wolfe,0005595,0.74,0.3,0.32,0.27,0,0.81,0.63,0.67,0.47
Hallie,Gillespie,0005596,0.24,0.35,0.29,0.23,0.49,0.59,0.23,0.75,0.94
Forest,Rivas,0005597,0.67,0.45,0.18,0.96,0.13,0.1,0.64,0.19,0.24
Averie,Harper,0005598,0.33,0.21,0.43,0.43,0.65,0.02,0.65,0.71,0.6
Hayes,Hancock,0005599,0.37,0.46,0.98,0.38,0.51,0.46,0.19,0.89,0.4
Katelyn,Becker,0005600,0.02,0.52,0.57,0.46,0.63,0.68,0.5,0.02,0.35
Lawson,Thompson,0005601,0.47,0.48,0.51,0.87,0.57,0.97,0.48,0.11,0.5
Madison,Harrington,0005602,0.36,0.8,0.78,0.89,0.66,0.02,0.26,0.1,0.55
Omari,Fry,0005603,0.11,0.06,0.73,0.27,0.37,0.43,0.34,0.62,0.36
Clarissa,McCarthy,0005604,0.89,0.3,0.65,0.87,0.81,0.3,0.09,0.5,0.42
Devin,Christian,0005605,0.58,0.66,0.31,0.56,0.13,0.87,0.57,0.67,0.14
Anahi,Anderson,0005606,0.47,0.09,0.32,0.18,0.6,0.81,0.22,0.51,0.41
Jacob,Fowler,0005607,0.8,0.6,0.17,0.78,0.66,0.95,0.94,0.81,0.53
Parker,Steele,0005608,0.65,0.17,0.76,0.47,0.24,0.34,0.44,0.03,0.22
Rylie,Kelley,0005609,0.58,0.04,0.13,0.24,0.67,0.61,0.48,0.4,0.97
Eric,Estes,0005610,0.63,0.93,0.55,0.41,0.66,0.74,0.57,0.18,0.5
Brittany,Hansen,0005611,0.48,0.2,0.55,0.28,0.22,0.5,0.12,0.73,0.49
Charlie,Walsh,0005612,0.52,0.98,0.2,0.64,0.54,0.19,0.57,0.07,0.7
Leia,Clarke,0005613,0.51,0.98,0.03,0.42,0.92,0.3,0.58,0.35,0.36
Stetson,Clements,0005614,0.81,0.99,0.34,0.8,0.38,0.32,0.23,0.35,0.12
Cara,Stanton,0005615,0.73,0.81,0.96,0.96,0.6,0.97,0.07,0.28,0.22
Zyair,Bullock,0005616,0.89,0.45,0.06,0.35,0.27,0.85,0.35,0.62,0.16
Winnie,Robertson,0005617,0.51,0.51,0.92,0.79,0.46,0.57,0.98,0.86,0.34
Emiliano,Nixon,0005618,0.16,0.95,0.96,0.14,0.13,0.58,0.03,0.31,0.08
Deborah,Montoya,0005619,0.75,0.21,0.35,0.46,0.96,0.59,0.7,0.14,0.89
Ford,Aguirre,0005620,0.6,0.59,0.12,0.76,0.26,0.48,0.57,0.02,0.35
Ariah,Esparza,0005621,0.28,0.22,0.09,0.68,0.67,0.16,0.69,0.16,0.6
Carl,Coleman,0005622,0.87,0.75,0.95,0.5,0.39,0.14,0.56,0.95,0.98
Julia,Pitts,0005623,0.13,0.72,0.34,0.07,0.55,0.8,0.78,0.32,0.71
Trey,Carrillo,0005624,0.82,0.79,0.47,0.75,0.76,0.85,1,0.1,0.1
Kaylani,Velasquez,0005625,0.69,0.34,0.23,0.44,0.75,0.82,0.73,1,0.76
Sullivan,Steele,0005626,0.5,0.98,0.81,0.38,0.24,0.82,0.86,0.53,0.44
Rylie,Henderson,0005627,0.56,0.81,0.72,0.58,0.44,0.04,0.12,0.31,0.93
Beau,Wise,0005628,0.27,0.84,0.18,0.03,0.71,0.32,0.94,0.53,0.08
Mira,Dougherty,0005629,0.1,0.2,0.54,0.87,0.95,0.69,0.03,0.66,0.17
Brett,Bonilla,0005630,0.61,0.29,0.34,0.22,0.55,0.18,0.48,0.31,0.11
Romina,Mullen,0005631,0.44,0.89,0.67,0.15,0.33,0.99,0.21,0.51,0.02
Shepard,Cain,0005632,0.12,0.47,0.87,0.26,0.8,0.96,0.71,0.37,0.37
Kendra,Reynolds,0005633,0.61,0.48,0.25,0.4,0.32,0.41,0.09,0.15,0.36
Vincent,Humphrey,0005634,0.28,0.04,0.35,0.02,0.16,0.68,0.62,0.83,0.29
Journi,Wood,0005635,0.97,0.77,0.51,0.67,0.74,0.73,0.95,0.1,0.53
Carson,Davila,0005636,0.72,0.99,0.03,0.82,0.55,0.13,0.3,0.11,0.75
Rayne,Sanders,0005637,0.48,0.58,0.1,0.57,0.6,0.84,0.38,0.9,0.42
Jose,Mendoza,0005638,0.74,0.01,0.81,0.47,0.91,0.65,0.59,0.48,0.21
Cora,Berger,0005639,0.08,0.5,0.68,0.41,0.96,0.58,0.35,0.54,0.73
Byron,Lin,0005640,0.74,0.2,0.62,0.57,0.45,0.36,0.23,1,0.74
Makenna,Blackwell,0005641,0.77,0.36,0.02,0.02,0.82,0.25,0.8,0.12,0.35
Marcellus,Zavala,0005642,0.73,0.11,0.73,0.73,0.6,0.33,0.29,0.09,0.09
Liv,Barber,0005643,0.75,0.32,0.01,0.33,0.96,0.22,0.93,0.93,0.11
Solomon,Parker,0005644,0.24,0.18,0.16,0.26,0.54,0.53,0.13,0.12,0.5
Aubrey,Bowers,0005645,0.49,0.75,0.67,0.13,0.57,0.78,0.97,0.38,0.31
Dorian,Kennedy,0005646,0.66,0.04,0.1,0.99,0.15,0.55,0.46,0.85,0.35
Brianna,French,0005647,0.46,0.12,0.62,0.17,0.77,0.69,0.19,0.82,0.05
Corey,Higgins,0005648,0.98,0.41,0.96,0.56,0.57,0.26,0.24,0.38,0.48
Leighton,Torres,0005649,0.21,0.01,0.31,0.81,0.05,0.18,0.02,0.43,0.48
Jayden,Butler,0005650,0.06,0.2,0.82,0.41,0.24,0.02,0.96,0.2,0.54
Athena,Mathews,0005651,0.99,0.12,0.4,0.65,0.07,0.51,0.08,0.67,0.21
Jamir,Callahan,0005652,0.24,0.4,0.45,0.29,0.87,0.18,0.92,0.2,0.6
Kimber,Buckley,0005653,0.03,0.48,0.05,0.78,0.98,0.67,0.85,0.53,0.94
Aryan,Mathis,0005654,0.81,0.72,0.43,0.55,0.84,0.19,0.81,0.88,0.94
Anne,Huffman,0005655,0.14,0.82,0.69,0.2,0.5,0.75,0.05,0.19,0.65
Chris,Moss,0005656,0.33,0.32,0.97,0.96,0.12,0.13,0.02,0.9,0.7
Bianca,Randolph,0005657,0.64,0.36,0.43,0.65,0.03,0.88,0.46,0.39,0.79
Eugene,Wiggins,0005658,0.91,0.44,0.64,0.76,0.22,0.97,0.09,0.33,0.52
Capri,Allen,0005659,0.27,0.65,0.8,0.22,0.13,0.96,0.61,0.06,0.21
Carter,Avila,0005660,0.89,0.92,0.93,0.34,0.27,0.81,0.74,0.58,0.34
Amiyah,Golden,0005661,0.96,0.1,0.63,0.98,0.98,0.82,0.54,0.17,0.52
Amias,Page,0005662,0.62,0.29,0.73,0.21,0.4,0.59,0.64,0.52,0.3
Cataleya,Fisher,0005663,0.51,0.99,0.44,0.3,0.17,0.38,0.77,0.78,0.99
Gael,Yu,0005664,0.48,0.81,0.4,0.76,0.65,0.21,0.08,0.65,0.04
Navy,Hunter,0005665,0.99,0.77,0.96,0.73,0.24,0.25,0.26,0.01,0.13
Archer,Freeman,0005666,0.31,0.38,0.17,0.12,0.85,0.91,0.91,0.88,0.93
Norah,Patterson,0005667,0.95,0.86,0.86,0.9,0.95,0.27,0.06,0.32,0.55
Amir,Bullock,0005668,0.12,0,0.09,0.04,0.98,0.15,0.77,0.76,0.6
Winnie,Callahan,0005669,0.37,0.29,0.57,0.95,0.7,0.54,0.99,0.33,0.82
Quinton,Rich,0005670,0.57,0.9,0.1,0.46,0.7,0.54,0.9,0.54,0.76
Sunny,Pearson,0005671,0.21,0.67,0.82,0.71,0.93,0.62,0.99,0.61,0.05
Gunner,Maddox,0005672,0.51,0.28,0.59,0.34,0.43,0.79,0.83,0.66,0.79
Zainab,Ventura,0005673,0.77,0.45,0.65,0.94,0.26,0.11,0.06,0.81,0.86
Branson,Bond,0005674,0.53,0.94,0.02,0.42,0.39,0.21,0.89,0.37,0.77
Alena,Moon,0005675,0.35,0.95,0.75,0.68,0.02,0.48,0.68,0.09,0.83
Nova,Watts,0005676,0.78,0.27,0.53,0.6,0.25,0.33,0.15,0.86,0.92
Melissa,Duke,0005677,0.27,0.92,0.03,0.19,0.14,0.17,0.2,0.33,0.2
Kalel,Townsend,0005678,0.68,0.45,0.44,0.41,0.68,0.29,0.94,0.99,0.93
Azalea,McCormick,0005679,0.63,0.08,0.13,0.46,0.21,0.84,0.95,0.09,0.34
Jasiah,Pittman,0005680,0.12,0.7,0.91,0.39,0.73,0.47,0.33,0.56,0.92
Marie,Fields,0005681,0.04,0.18,0.27,0.82,0.92,0.39,0.54,0.5,0.07
Clayton,Beck,0005682,0.54,0.91,0.29,0.18,0.79,0.9,0.02,0.99,0.26
Gia,Cline,0005683,0.41,0.13,0.94,0.6,0.14,0.42,0.4,0.81,0.97
Cullen,Phillips,0005684,0.42,0.58,0.97,0.56,0.05,0.1,0.03,0.69,0.19
Naomi,Perry,0005685,0.7,0.75,0.25,0.56,0.85,0.4,0.65,0.61,0.12
Waylon,Ballard,0005686,0.39,0.38,0.33,0.77,0.86,0.51,0.41,0.3,0.1
Alejandra,Griffin,0005687,0.07,0.84,0.81,0.81,0.19,0.59,0.48,0.62,0.93
Ayden,Dawson,0005688,0.66,0.06,0.06,0.7,0.46,0.4,0.07,0.03,0.32
Veronica,Blankenship,0005689,0.92,0.61,0.43,0.86,0.58,0.81,0.11,0.71,0.86
Ernesto,Grant,0005690,0.21,0.6,0.59,0.06,0.35,0.15,0.15,0.42,0.86
Alaina,Maxwell,0005691,0.33,0.04,0.08,0.59,0.58,0.17,0.98,0.25,0.64
Eden,Rivera,0005692,0.18,0.17,0.74,0.25,0.45,0.99,0.11,0.34,0.58
Lillian,Chavez,0005693,0,0.37,0.51,0.25,0.55,0.01,0.8,0.89,0.89
Ian,Thompson,0005694,0.64,0.4,0.71,0.64,0.26,0.3,0.02,0.26,0.89
Madison,Le,0005695,0.91,0.1,0.68,0.2,0.35,0.73,0.75,0,0.89
Damien,Gates,0005696,0.74,0.19,0.32,0.7,0.35,0.08,0.8,0.44,0.64
Melina,Walter,0005697,0.98,0.01,0.05,0.39,0.7,0.83,0.16,0.13,0.55
Lochlan,Malone,0005698,0.1,0.26,0.5,0.83,0.04,0.75,0.66,0.37,0.62
Skyler,Terrell,0005699,0.21,0.66,0.33,0.53,0.52,0.32,0.9,0.16,0.72
Jaxen,Navarro,0005700,0.07,0.46,0.22,0.09,0.31,0.09,0.02,0.1,0.06
Winter,Sanders,0005701,0.39,0.66,0.94,0.21,0.27,0.99,0.04,0.58,0.16
Jose,Hood,0005702,0.84,0.46,0.31,0.84,0.06,0.91,0.64,0.36,0.27
Briana,Rodgers,0005703,0.47,0.37,0.38,0.11,0.83,0.87,0.49,0.32,0.16
Mathias,Roman,0005704,0.16,0.58,0.53,0.14,0.89,0.61,0.25,0.58,0.78
Astrid,Lynn,0005705,0.31,0.31,0.18,0.42,0.49,0.12,0.94,0.15,0.45
Zechariah,Marin,0005706,0.2,0.17,0.17,0.35,0.08,0.13,0.38,0.06,0.74
Celia,George,0005707,0.92,0.01,0.92,0.83,0.19,0.51,0.69,0.18,0.16
Mark,York,0005708,0.17,0.52,0.76,0.58,0.83,0.4,0.5,0.27,0.4
Milan,Wall,0005709,0.89,0.39,0.61,0.7,0.27,0.08,0.5,0.35,0.87
Issac,Nolan,0005710,0,0.92,0.89,0.15,0.32,0.52,0.38,0.13,0.73
Itzayana,Hess,0005711,0.85,0.55,0.55,0.99,0.39,0.53,0.89,0.21,0.43
